otherCatalogNumbers,extracted,nanodropConc,sequenced12S,sequencedCOI,catalogNumber,institutionCode,individualCount,basisOfRecord,preparations,typeStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,eventRemarks,identificationQualifier,vernacularName,identifiedBy,identificationRemarks,associatedSequences,taxonRemarks,waterBody,locality,recordedBy,samplingProtocol,minimumDepthInMeters,continent,countryCode,country,stateProvince,county,decimalLatitude,decimalLongitude,geodeticDatum,eventDate
SEA0474,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,bailloni,"(Valenciennes, 1839)",NA,NA,Baillon’s wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-01-25
SEA0475,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-01-25
SEA0476,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrus,bergylta,"Ascanius, 1767",NA,NA,Ballan wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-08-30
SEA0477,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Eutrigla,gurnardus,"(Linnaeus, 1758)",NA,NA,Grey gurnard,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-02-22
SEA0478,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,"Linnaeus, 1758",NA,NA,Gilthead sea bream,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-02-22
SEA0479,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,"Linnaeus, 1758",NA,NA,Gilthead sea bream,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-02-22
SEA0480,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,"Linnaeus, 1758",NA,NA,Gilthead sea bream,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2018-02-22
SEA0481,,,,,NA,NA,1,PreservedSpecimen,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,"Nilsson, 1855",NA,NA,Nilsson's pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-10-31
SEA0482,TO DO,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Chondrichthyes,Rajiformes,Rajidae,Raja,undulata,"Lacepède, 1802",NA,NA,Undulate ray,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-10-31
SEA0483,,,,,NA,NA,1,TissueSample,EtOH,Other material,species,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,"(Risso, 1827)",NA,NA,Thin-lipped grey mullet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-10-31
SEA0484,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,"Nilsson, 1855",NA,NA,Nilsson's pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0485,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,"Nilsson, 1855",NA,NA,Nilsson's pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0486,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,"Nilsson, 1855",NA,NA,Nilsson's pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0487,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,rostellatus,"Nilsson, 1855",NA,NA,Nilsson's pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0488,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Spinachia,spinachia,"(Linnaeus, 1758)",NA,NA,Fifteen spined stickleback,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0489,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,"(Risso, 1827)",NA,NA,Thin-lipped grey mullet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0490,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0491,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,bailloni,"(Valenciennes, 1839)",NA,NA,Baillon’s wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-08-24
SEA0492,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-11-21
SEA0493,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,bailloni,"(Valenciennes, 1839)",NA,NA,Baillon’s wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Power station impingement survey,1,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-11-21
SEA0494,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-10-11
SEA0495,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-10-11
SEA0496,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,"(Linnaeus, 1758)",NA,NA,Whiting,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-10-11
SEA0497,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,lucerna,"(Linnaeus, 1758)",NA,NA,Tub gurnard,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-10-11
SEA0498,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,montagui,"(Donovan, 1804)",NA,NA,Montagu's seasnail,Rupert A. Collins,NA,NA,NA,North Sea,"CEFAS cruise CEND 15/17, Station 99",Katherine Maltby | CEFAS,Bottom trawl,54,Europe,GB,United Kingdom,NA,NA,51.267,1.65,WGS84,2017-07-28
SEA0499,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 62",Katherine Maltby | CEFAS,Bottom trawl,12,Europe,FR,France,NA,NA,49.45,-0.05,WGS84,2017-07-25
SEA0500,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 62",Katherine Maltby | CEFAS,Bottom trawl,12,Europe,FR,France,NA,NA,49.45,-0.05,WGS84,2017-07-25
SEA0501,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 62",Katherine Maltby | CEFAS,Bottom trawl,12,Europe,FR,France,NA,NA,49.45,-0.05,WGS84,2017-07-25
SEA0502,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,mustela,"(Linnaeus, 1758)",NA,NA,Five-bearded rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 62",Katherine Maltby | CEFAS,Bottom trawl,12,Europe,FR,France,NA,NA,49.45,-0.05,WGS84,2017-07-25
SEA0503,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,"(Linnaeus, 1758)",NA,NA,Short snouted seahorse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 58",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,FR,France,NA,NA,49.4,-0.55,WGS84,2017-07-24
SEA0504,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,"(Linnaeus, 1758)",NA,NA,Short snouted seahorse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 58",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,FR,France,NA,NA,49.4,-0.55,WGS84,2017-07-24
SEA0505,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,"(Linnaeus, 1758)",NA,NA,Short snouted seahorse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 58",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,FR,France,NA,NA,49.4,-0.55,WGS84,2017-07-24
SEA0506,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,hippocampus,"(Linnaeus, 1758)",NA,NA,Short snouted seahorse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 58",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,FR,France,NA,NA,49.4,-0.55,WGS84,2017-07-24
SEA0507,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Pholidae,Pholis,gunnellus,"(Linnaeus, 1758)",NA,NA,Butterfish,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 97",Katherine Maltby | CEFAS,Bottom trawl,45,Europe,FR,France,NA,NA,50.917,1.533,WGS84,2017-07-28
SEA0508,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 58",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,FR,France,NA,NA,49.4,-0.55,WGS84,2017-07-24
SEA0509,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa,lascaris,"(Risso, 1810)",NA,NA,Sand sole,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 55",Katherine Maltby | CEFAS,Bottom trawl,24,Europe,FR,France,NA,NA,49.55,-1.183,WGS84,2017-07-24
SEA0510,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa,lascaris,"(Risso, 1810)",NA,NA,Sand sole,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 55",Katherine Maltby | CEFAS,Bottom trawl,24,Europe,FR,France,NA,NA,49.55,-1.183,WGS84,2017-07-24
SEA0511,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Pegusa,lascaris,"(Risso, 1810)",NA,NA,Sand sole,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 55",Katherine Maltby | CEFAS,Bottom trawl,24,Europe,FR,France,NA,NA,49.55,-1.183,WGS84,2017-07-24
SEA0512,TRUE,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Ctenolabrus,rupestris,"(Linnaeus, 1758)",NA,NA,Goldsinny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 39",Katherine Maltby | CEFAS,Bottom trawl,38,Europe,GB,United Kingdom,NA,NA,50.583,-0.533,WGS84,2017-07-22
SEA0513,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,septentrionalis,"(Collett, 1875)",NA,NA,Northern rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 97",Katherine Maltby | CEFAS,Bottom trawl,45,Europe,FR,France,NA,NA,50.917,1.533,WGS84,2017-07-28
SEA0514,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Ciliata,septentrionalis,"(Collett, 1875)",NA,NA,Northern rockling,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 97",Katherine Maltby | CEFAS,Bottom trawl,45,Europe,FR,France,NA,NA,50.917,1.533,WGS84,2017-07-28
SEA0515,TRUE,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrus,bergylta,"Ascanius, 1767",NA,NA,Ballan wrasse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 50",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.683,-1.683,WGS84,2017-07-23
SEA0516,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrus,bergylta,"Ascanius, 1767",NA,NA,Ballan wrasse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 50",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.683,-1.683,WGS84,2017-07-23
SEA0517,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,vipera,"(Cuvier, 1829)",NA,NA,Lesser weever,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 14",Katherine Maltby | CEFAS,Bottom trawl,34,Europe,GB,United Kingdom,NA,NA,50.8,0.817,WGS84,2017-07-20
SEA0518,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 65",Katherine Maltby | CEFAS,Bottom trawl,39,Europe,FR,France,NA,NA,49.817,0.067,WGS84,2017-07-25
SEA0519,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,"(Linnaeus, 1758)",NA,NA,Lesser spotted dogfish,Rupert A. Collins,NA,NA,NA,North Sea,"CEFAS cruise CEND 15/17, Station 137",Katherine Maltby | CEFAS,Bottom trawl,18,Europe,GB,United Kingdom,NA,NA,52.333,1.733,WGS84,2017-08-01
SEA0520,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,kitt,"(Walbaum, 1792)",NA,NA,Lemon sole,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 16",Katherine Maltby | CEFAS,Bottom trawl,35,Europe,GB,United Kingdom,NA,NA,50.833,0.9,WGS84,2017-07-20
SEA0521,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 72",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,FR,France,NA,NA,50.033,1.233,WGS84,2017-07-26
SEA0522,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 72",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,FR,France,NA,NA,50.033,1.233,WGS84,2017-07-26
SEA0523,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 72",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,FR,France,NA,NA,50.033,1.233,WGS84,2017-07-26
SEA0524,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Blennius,ocellaris,"Linnaeus, 1758",NA,NA,Butterfly blenny,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 72",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,FR,France,NA,NA,50.033,1.233,WGS84,2017-07-26
SEA0525,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,vipera,"(Cuvier, 1829)",NA,NA,Lesser weever,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 8",Katherine Maltby | CEFAS,Bottom trawl,33,Europe,GB,United Kingdom,NA,NA,50.967,1.167,WGS84,2017-07-20
SEA0526,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Labrus,bergylta,"Ascanius, 1767",NA,NA,Ballan wrasse,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 39",Katherine Maltby | CEFAS,Bottom trawl,38,Europe,GB,United Kingdom,NA,NA,50.583,-0.533,WGS84,2017-07-22
SEA0527,TRUE,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,"(Linnaeus, 1758)",NA,NA,Brill,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 49",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.667,-1.817,WGS84,2017-07-23
SEA0528,TRUE,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,"(Linnaeus, 1758)",NA,NA,Brill,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 49",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.667,-1.817,WGS84,2017-07-23
SEA0529,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,"(Linnaeus, 1758)",NA,NA,Brill,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 49",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.667,-1.817,WGS84,2017-07-23
SEA0530,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,"(Linnaeus, 1758)",NA,NA,Brill,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 49",Katherine Maltby | CEFAS,Bottom trawl,16,Europe,GB,United Kingdom,NA,NA,50.667,-1.817,WGS84,2017-07-23
SEA0531,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,limanda,"(Linnaeus, 1758)",NA,NA,Dab,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 10",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,GB,United Kingdom,NA,NA,51.017,1.1,WGS84,2017-07-20
SEA0532,TRUE,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,limanda,"(Linnaeus, 1758)",NA,NA,Dab,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 10",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,GB,United Kingdom,NA,NA,51.017,1.1,WGS84,2017-07-20
SEA0533,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,limanda,"(Linnaeus, 1758)",NA,NA,Dab,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 10",Katherine Maltby | CEFAS,Bottom trawl,27,Europe,GB,United Kingdom,NA,NA,51.017,1.1,WGS84,2017-07-20
SEA0534,TO DO,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,vipera,"(Cuvier, 1829)",NA,NA,Lesser weever,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 21",Katherine Maltby | CEFAS,Bottom trawl,13,Europe,GB,United Kingdom,NA,NA,50.8,0.533,WGS84,2017-07-21
SEA0535,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,vipera,"(Cuvier, 1829)",NA,NA,Lesser weever,Rupert A. Collins,NA,NA,NA,English Channel,"CEFAS cruise CEND 15/17, Station 21",Katherine Maltby | CEFAS,Bottom trawl,13,Europe,GB,United Kingdom,NA,NA,50.8,0.533,WGS84,2017-07-21
